Generator Learning Rate: 2.5e-05
Length of dataset: 5316
Let's go!
Generator Learning Rate: 2.5e-05
2024-07-22 12:25:36.589269 Epoch [001/050], Step [0010/0760], Gen Loss: 1.7229
2024-07-22 12:25:38.546014 Epoch [001/050], Step [0020/0760], Gen Loss: 1.6408
2024-07-22 12:25:40.509197 Epoch [001/050], Step [0030/0760], Gen Loss: 1.5748
2024-07-22 12:25:42.478312 Epoch [001/050], Step [0040/0760], Gen Loss: 1.5388
2024-07-22 12:25:44.441089 Epoch [001/050], Step [0050/0760], Gen Loss: 1.4672
2024-07-22 12:25:46.404726 Epoch [001/050], Step [0060/0760], Gen Loss: 1.4167
2024-07-22 12:25:48.370511 Epoch [001/050], Step [0070/0760], Gen Loss: 1.4028
2024-07-22 12:25:50.334022 Epoch [001/050], Step [0080/0760], Gen Loss: 1.3836
2024-07-22 12:25:52.294705 Epoch [001/050], Step [0090/0760], Gen Loss: 1.3542
2024-07-22 12:25:54.255238 Epoch [001/050], Step [0100/0760], Gen Loss: 1.3454
2024-07-22 12:25:56.219493 Epoch [001/050], Step [0110/0760], Gen Loss: 1.3301
2024-07-22 12:25:58.184986 Epoch [001/050], Step [0120/0760], Gen Loss: 1.3178
2024-07-22 12:26:00.152259 Epoch [001/050], Step [0130/0760], Gen Loss: 1.3090
2024-07-22 12:26:02.114459 Epoch [001/050], Step [0140/0760], Gen Loss: 1.2994
2024-07-22 12:26:04.075076 Epoch [001/050], Step [0150/0760], Gen Loss: 1.2836
2024-07-22 12:26:06.035695 Epoch [001/050], Step [0160/0760], Gen Loss: 1.2756
2024-07-22 12:26:07.997393 Epoch [001/050], Step [0170/0760], Gen Loss: 1.2601
2024-07-22 12:26:09.957252 Epoch [001/050], Step [0180/0760], Gen Loss: 1.2357
2024-07-22 12:26:11.917218 Epoch [001/050], Step [0190/0760], Gen Loss: 1.2273
2024-07-22 12:26:13.883440 Epoch [001/050], Step [0200/0760], Gen Loss: 1.2292
2024-07-22 12:26:15.846213 Epoch [001/050], Step [0210/0760], Gen Loss: 1.2213
2024-07-22 12:26:17.808370 Epoch [001/050], Step [0220/0760], Gen Loss: 1.2213
2024-07-22 12:26:19.771112 Epoch [001/050], Step [0230/0760], Gen Loss: 1.2157
2024-07-22 12:26:21.732437 Epoch [001/050], Step [0240/0760], Gen Loss: 1.1976
2024-07-22 12:26:23.697099 Epoch [001/050], Step [0250/0760], Gen Loss: 1.2120
2024-07-22 12:26:25.660391 Epoch [001/050], Step [0260/0760], Gen Loss: 1.2065
2024-07-22 12:26:27.617928 Epoch [001/050], Step [0270/0760], Gen Loss: 1.1892
2024-07-22 12:26:29.579974 Epoch [001/050], Step [0280/0760], Gen Loss: 1.1680
2024-07-22 12:26:31.547569 Epoch [001/050], Step [0290/0760], Gen Loss: 1.1540
2024-07-22 12:26:33.510555 Epoch [001/050], Step [0300/0760], Gen Loss: 1.1448
2024-07-22 12:26:35.471407 Epoch [001/050], Step [0310/0760], Gen Loss: 1.1397
2024-07-22 12:26:37.437669 Epoch [001/050], Step [0320/0760], Gen Loss: 1.1409
2024-07-22 12:26:39.398710 Epoch [001/050], Step [0330/0760], Gen Loss: 1.1281
2024-07-22 12:26:41.361004 Epoch [001/050], Step [0340/0760], Gen Loss: 1.1358
2024-07-22 12:26:43.321866 Epoch [001/050], Step [0350/0760], Gen Loss: 1.1371
2024-07-22 12:26:45.285666 Epoch [001/050], Step [0360/0760], Gen Loss: 1.1355
2024-07-22 12:26:47.248169 Epoch [001/050], Step [0370/0760], Gen Loss: 1.1157
2024-07-22 12:26:49.280099 Epoch [001/050], Step [0380/0760], Gen Loss: 1.1074
2024-07-22 12:26:51.243473 Epoch [001/050], Step [0390/0760], Gen Loss: 1.1013
2024-07-22 12:26:53.206319 Epoch [001/050], Step [0400/0760], Gen Loss: 1.0996
2024-07-22 12:26:55.174057 Epoch [001/050], Step [0410/0760], Gen Loss: 1.1034
2024-07-22 12:26:57.137865 Epoch [001/050], Step [0420/0760], Gen Loss: 1.0911
2024-07-22 12:26:59.102411 Epoch [001/050], Step [0430/0760], Gen Loss: 1.1022
2024-07-22 12:27:01.072083 Epoch [001/050], Step [0440/0760], Gen Loss: 1.0933
2024-07-22 12:27:03.033643 Epoch [001/050], Step [0450/0760], Gen Loss: 1.1005
2024-07-22 12:27:04.992384 Epoch [001/050], Step [0460/0760], Gen Loss: 1.0970
2024-07-22 12:27:06.955561 Epoch [001/050], Step [0470/0760], Gen Loss: 1.0746
2024-07-22 12:27:08.915413 Epoch [001/050], Step [0480/0760], Gen Loss: 1.0718
2024-07-22 12:27:10.879354 Epoch [001/050], Step [0490/0760], Gen Loss: 1.0636
2024-07-22 12:27:12.841820 Epoch [001/050], Step [0500/0760], Gen Loss: 1.0503
2024-07-22 12:27:14.805412 Epoch [001/050], Step [0510/0760], Gen Loss: 1.0489
2024-07-22 12:27:16.769057 Epoch [001/050], Step [0520/0760], Gen Loss: 1.0596
2024-07-22 12:27:18.732598 Epoch [001/050], Step [0530/0760], Gen Loss: 1.0442
2024-07-22 12:27:20.696828 Epoch [001/050], Step [0540/0760], Gen Loss: 1.0371
2024-07-22 12:27:22.657980 Epoch [001/050], Step [0550/0760], Gen Loss: 1.0412
2024-07-22 12:27:24.622838 Epoch [001/050], Step [0560/0760], Gen Loss: 1.0211
2024-07-22 12:27:26.588441 Epoch [001/050], Step [0570/0760], Gen Loss: 1.0267
2024-07-22 12:27:28.553902 Epoch [001/050], Step [0580/0760], Gen Loss: 1.0427
2024-07-22 12:27:30.519840 Epoch [001/050], Step [0590/0760], Gen Loss: 1.0314
2024-07-22 12:27:32.482389 Epoch [001/050], Step [0600/0760], Gen Loss: 1.0262
2024-07-22 12:27:34.444171 Epoch [001/050], Step [0610/0760], Gen Loss: 1.0096
2024-07-22 12:27:36.409485 Epoch [001/050], Step [0620/0760], Gen Loss: 1.0047
2024-07-22 12:27:38.376438 Epoch [001/050], Step [0630/0760], Gen Loss: 1.0021
2024-07-22 12:27:40.338148 Epoch [001/050], Step [0640/0760], Gen Loss: 1.0119
2024-07-22 12:27:42.302021 Epoch [001/050], Step [0650/0760], Gen Loss: 1.0209
2024-07-22 12:27:44.270885 Epoch [001/050], Step [0660/0760], Gen Loss: 1.0105
2024-07-22 12:27:46.235578 Epoch [001/050], Step [0670/0760], Gen Loss: 1.0201
2024-07-22 12:27:48.199195 Epoch [001/050], Step [0680/0760], Gen Loss: 0.9958
2024-07-22 12:27:50.163373 Epoch [001/050], Step [0690/0760], Gen Loss: 0.9914
2024-07-22 12:27:52.130850 Epoch [001/050], Step [0700/0760], Gen Loss: 0.9817
2024-07-22 12:27:54.097191 Epoch [001/050], Step [0710/0760], Gen Loss: 0.9572
2024-07-22 12:27:56.062623 Epoch [001/050], Step [0720/0760], Gen Loss: 0.9655
2024-07-22 12:27:58.027301 Epoch [001/050], Step [0730/0760], Gen Loss: 0.9592
2024-07-22 12:27:59.981702 Epoch [001/050], Step [0740/0760], Gen Loss: 0.9705
2024-07-22 12:28:01.989588 Epoch [001/050], Step [0750/0760], Gen Loss: 0.9758
2024-07-22 12:28:04.396244 Epoch [001/050], Step [0760/0760], Gen Loss: 0.9861
Generator Learning Rate: 2.5e-05
2024-07-22 12:28:06.779348 Epoch [002/050], Step [0010/0760], Gen Loss: 1.0526
2024-07-22 12:28:08.747114 Epoch [002/050], Step [0020/0760], Gen Loss: 1.0951
2024-07-22 12:28:10.710561 Epoch [002/050], Step [0030/0760], Gen Loss: 1.1268
2024-07-22 12:28:12.673905 Epoch [002/050], Step [0040/0760], Gen Loss: 1.1059
2024-07-22 12:28:14.642235 Epoch [002/050], Step [0050/0760], Gen Loss: 1.1462
2024-07-22 12:28:16.607133 Epoch [002/050], Step [0060/0760], Gen Loss: 1.1385
2024-07-22 12:28:18.573942 Epoch [002/050], Step [0070/0760], Gen Loss: 1.0971
2024-07-22 12:28:20.541372 Epoch [002/050], Step [0080/0760], Gen Loss: 1.0752
2024-07-22 12:28:22.507378 Epoch [002/050], Step [0090/0760], Gen Loss: 1.0140
2024-07-22 12:28:24.473705 Epoch [002/050], Step [0100/0760], Gen Loss: 0.9820
2024-07-22 12:28:26.445217 Epoch [002/050], Step [0110/0760], Gen Loss: 0.9682
2024-07-22 12:28:28.411730 Epoch [002/050], Step [0120/0760], Gen Loss: 0.9698
2024-07-22 12:28:30.380459 Epoch [002/050], Step [0130/0760], Gen Loss: 0.9788
2024-07-22 12:28:32.347107 Epoch [002/050], Step [0140/0760], Gen Loss: 1.0027
2024-07-22 12:28:34.313616 Epoch [002/050], Step [0150/0760], Gen Loss: 1.0228
2024-07-22 12:28:36.281606 Epoch [002/050], Step [0160/0760], Gen Loss: 1.0255
2024-07-22 12:28:38.248772 Epoch [002/050], Step [0170/0760], Gen Loss: 1.0337
2024-07-22 12:28:40.217123 Epoch [002/050], Step [0180/0760], Gen Loss: 0.9976
2024-07-22 12:28:42.185272 Epoch [002/050], Step [0190/0760], Gen Loss: 0.9655
2024-07-22 12:28:44.160482 Epoch [002/050], Step [0200/0760], Gen Loss: 0.9780
2024-07-22 12:28:46.131758 Epoch [002/050], Step [0210/0760], Gen Loss: 0.9465
2024-07-22 12:28:48.101679 Epoch [002/050], Step [0220/0760], Gen Loss: 0.9513
2024-07-22 12:28:50.069420 Epoch [002/050], Step [0230/0760], Gen Loss: 0.9480
2024-07-22 12:28:52.037281 Epoch [002/050], Step [0240/0760], Gen Loss: 0.9287
2024-07-22 12:28:54.002559 Epoch [002/050], Step [0250/0760], Gen Loss: 0.9425
2024-07-22 12:28:55.969206 Epoch [002/050], Step [0260/0760], Gen Loss: 0.9385
2024-07-22 12:28:57.933022 Epoch [002/050], Step [0270/0760], Gen Loss: 0.9326
2024-07-22 12:28:59.904103 Epoch [002/050], Step [0280/0760], Gen Loss: 0.9253
2024-07-22 12:29:01.872653 Epoch [002/050], Step [0290/0760], Gen Loss: 0.9119
2024-07-22 12:29:03.839764 Epoch [002/050], Step [0300/0760], Gen Loss: 0.9014
2024-07-22 12:29:05.805941 Epoch [002/050], Step [0310/0760], Gen Loss: 0.9116
2024-07-22 12:29:07.771892 Epoch [002/050], Step [0320/0760], Gen Loss: 0.9166
2024-07-22 12:29:09.738834 Epoch [002/050], Step [0330/0760], Gen Loss: 0.9223
2024-07-22 12:29:11.710276 Epoch [002/050], Step [0340/0760], Gen Loss: 0.9202
2024-07-22 12:29:13.677226 Epoch [002/050], Step [0350/0760], Gen Loss: 0.9025
2024-07-22 12:29:15.735490 Epoch [002/050], Step [0360/0760], Gen Loss: 0.8941
2024-07-22 12:29:17.706736 Epoch [002/050], Step [0370/0760], Gen Loss: 0.8849
2024-07-22 12:29:19.674799 Epoch [002/050], Step [0380/0760], Gen Loss: 0.8730
2024-07-22 12:29:21.646989 Epoch [002/050], Step [0390/0760], Gen Loss: 0.8700
2024-07-22 12:29:23.615842 Epoch [002/050], Step [0400/0760], Gen Loss: 0.8554
2024-07-22 12:29:25.589643 Epoch [002/050], Step [0410/0760], Gen Loss: 0.8558
2024-07-22 12:29:27.560021 Epoch [002/050], Step [0420/0760], Gen Loss: 0.8539
2024-07-22 12:29:29.531185 Epoch [002/050], Step [0430/0760], Gen Loss: 0.8729
2024-07-22 12:29:31.501982 Epoch [002/050], Step [0440/0760], Gen Loss: 0.8716
2024-07-22 12:29:33.471225 Epoch [002/050], Step [0450/0760], Gen Loss: 0.8585
